moodys_bvd_id,company_name,risk_level,sector,year,Join_Year,esg_overall,esg_industry_adjusted,env_score,env_weight,social_score,social_weight,gov_score,gov_weight,industry_min,industry_max
CN9360004436,"Tecan (shanghai) laboratory equipment co., ltd.",Take caution,"Industrial, Electric & Electronic Machinery",2024,2025,5.0,5.0,6.0,5.0,6.0,56.0,5.0,39.0,3.0,7.0
CN9360046162,"Chunzhongjima machinery (taicang) co., ltd.",Take caution,Metals & Metal Products,2023,2024,4.0,1.0,2.0,33.0,3.0,20.0,5.0,47.0,3.0,7.0
CN9360046162,"Chunzhongjima machinery (taicang) co., ltd.",Take caution,Metals & Metal Products,2022,2023,4.0,1.0,2.0,33.0,3.0,20.0,5.0,47.0,3.0,7.0
CN9360053815,"Dalian new century printing information industry co., ltd.",Take caution,Printing & Publishing,2023,2024,4.0,2.0,0.0,15.0,4.0,31.0,5.0,54.0,3.0,8.0
CN9360070870,"Dongguan xinfeng hardware machinery plastic industry co., ltd.",Take caution,"Industrial, Electric & Electronic Machinery",2023,2024,4.0,2.0,2.0,33.0,4.0,20.0,5.0,47.0,3.0,7.0
CN9360083547,"Tianjin bonner aiger technology co., ltd.",Take caution,"Industrial, Electric & Electronic Machinery",2023,2024,4.0,2.0,3.0,33.0,4.0,20.0,5.0,47.0,3.0,7.0
CN9360289961,Lenovo (beijing) limited,Take caution,Computer Hardware,2023,2024,3.0,0.0,3.0,24.0,2.0,43.0,5.0,33.0,3.0,6.0
CN9360289961,Lenovo (beijing) limited,Take caution,Computer Hardware,2024,2025,3.0,0.0,3.0,24.0,2.0,43.0,4.0,33.0,3.0,6.0
CN9360289961,Lenovo (beijing) limited,Take caution,Computer Hardware,2022,2023,3.0,0.0,3.0,24.0,3.0,43.0,4.0,33.0,3.0,6.0
CN9360408972,"Beijing cy-tech biotech co.,ltd",Do not source,Wholesale,2023,2024,6.0,8.0,0.0,15.0,10.0,31.0,5.0,54.0,3.0,7.0
CN9360491014,"Tianjin zeyang printing co., ltd.",Take caution,Printing & Publishing,2023,2024,4.0,2.0,0.0,15.0,4.0,31.0,5.0,54.0,3.0,8.0
CN9360492106,"Tianjin yiyao printing co., ltd.",Take caution,Printing & Publishing,2023,2024,4.0,2.0,0.0,15.0,4.0,31.0,5.0,54.0,3.0,8.0
CN9360643170,Beijing zhongyuan ltd.,Take caution,Wholesale,2023,2024,5.0,5.0,3.0,23.0,9.0,23.0,5.0,54.0,3.0,7.0
CN9360643170,Beijing zhongyuan ltd.,Take caution,Wholesale,2024,2025,6.0,6.0,3.0,23.0,10.0,23.0,5.0,54.0,3.0,7.0
CN9360643170,Beijing zhongyuan ltd.,Take caution,Wholesale,2022,2023,5.0,4.0,5.0,23.0,5.0,23.0,4.0,54.0,3.0,7.0
CN9360656685,"Beijing vital river laboratory animal technology co., ltd.",Take caution,Business Services,2023,2024,4.0,2.0,5.0,5.0,3.0,51.0,5.0,44.0,3.0,7.0
CN9360843719,"Beijing anheng testing technology co., ltd.",Take caution,Wholesale,2023,2024,5.0,5.0,4.0,16.0,5.0,30.0,5.0,54.0,3.0,7.0
CN9360845238,"Canon (china) co., ltd.",Take caution,Wholesale,2023,2024,5.0,5.0,4.0,16.0,6.0,30.0,4.0,54.0,3.0,7.0
CN9360845238,"Canon (china) co., ltd.",Take caution,Wholesale,2022,2023,3.0,1.0,3.0,31.0,3.0,25.0,4.0,44.0,2.0,6.0
CN9360846819,"Beijing bailingke biotechnology co., ltd.",Take caution,"Chemicals, Petroleum, Rubber & Plastic",2022,2023,3.0,0.0,1.0,10.0,2.0,55.0,5.0,35.0,3.0,6.0
CN9360847456,"Beijing baic taxi group co., ltd.",Take caution,"Transport, Freight & Storage",2023,2024,5.0,6.0,5.0,5.0,4.0,58.0,5.0,37.0,2.0,6.0
CN9360870996,"Beijing chengzhi kewei biotechnology co., ltd.",Take caution,Retail,2023,2024,5.0,6.0,0.0,12.0,6.0,47.0,5.0,41.0,3.0,7.0
CN9360871426,"Cyts-linkage public relations consulting co., ltd.",Take caution,Business Services,2023,2024,4.0,2.0,9.0,5.0,2.0,47.0,5.0,48.0,3.0,7.0
CN9360878038,"Beijing dakewe biotechnology co., ltd.",Take caution,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,3.0,0.0,1.0,10.0,2.0,55.0,5.0,35.0,3.0,6.0
CN9360883747,"Beijing xinbosheng biotechnology co., ltd.",Take caution,Wholesale,2023,2024,5.0,4.0,9.0,5.0,2.0,28.0,5.0,67.0,3.0,7.0
CN9360894906,"Beijing dingchen technology co., ltd.",Take caution,Miscellaneous Manufacturing,2023,2024,5.0,3.0,4.0,27.0,5.0,40.0,5.0,33.0,4.0,7.0
CN9360894906,"Beijing dingchen technology co., ltd.",Take caution,Miscellaneous Manufacturing,2022,2023,5.0,3.0,5.0,27.0,5.0,40.0,5.0,33.0,4.0,7.0
CN9360901080,"Beijing barry medical equipment co., ltd.",Take caution,Wholesale,2023,2024,3.0,1.0,8.0,5.0,1.0,28.0,4.0,67.0,3.0,7.0
CN9360911195,"Beijing yishan zhuzhu handling machinery sales co., ltd.",Take caution,Retail,2022,2023,4.0,3.0,3.0,20.0,3.0,45.0,5.0,35.0,3.0,7.0
CN9360924741,"Beijing jiaxintai information systems co., ltd.",Take caution,Retail,2023,2024,4.0,4.0,8.0,5.0,3.0,53.0,5.0,42.0,3.0,7.0
CN9360929938,"Occupational safety and health labor protection products (beijing) co., ltd.",Take caution,Wholesale,2023,2024,6.0,8.0,0.0,15.0,10.0,31.0,5.0,54.0,3.0,7.0
CN9360936630,"Beijing zeping bioscience & technologies co., ltd.",Take caution,Wholesale,2022,2023,6.0,6.0,3.0,23.0,10.0,23.0,5.0,54.0,3.0,7.0
CN9360988721,"Beijing xinhengneng analytical instruments co., ltd.",Take caution,Wholesale,2022,2023,5.0,5.0,4.0,16.0,5.0,30.0,5.0,54.0,3.0,7.0
CN9361027138,"Beijing huihai technology co., ltd.",Take caution,Wholesale,2023,2024,6.0,8.0,0.0,15.0,10.0,31.0,5.0,54.0,3.0,7.0
CN9361035888,Beijing wafer new century information technolocy limitbd,Take caution,Media & Broadcasting,2023,2024,4.0,4.0,9.0,5.0,3.0,53.0,5.0,42.0,3.0,6.0
CN9361035888,Beijing wafer new century information technolocy limitbd,Take caution,Media & Broadcasting,2024,2025,4.0,4.0,9.0,5.0,3.0,53.0,5.0,42.0,3.0,6.0
CN9361044933,"Beijing republic present co., ltd.",Take caution,Wholesale,2023,2024,6.0,8.0,0.0,15.0,10.0,31.0,5.0,54.0,3.0,7.0
CN9361154201,"Wurth industry service (china) co., ltd.",Do not source,Wholesale,2023,2024,6.0,8.0,0.0,15.0,10.0,31.0,5.0,54.0,3.0,7.0
CN9361208569,"Eccom network system co., ltd.",Take caution,Media & Broadcasting,2023,2024,4.0,3.0,9.0,5.0,3.0,53.0,5.0,42.0,3.0,6.0
CN9361208569,"Eccom network system co., ltd.",Take caution,Media & Broadcasting,2022,2023,4.0,3.0,4.0,5.0,4.0,53.0,4.0,42.0,3.0,6.0
CN9361216390,"Agilent technologies trading (shanghai) co., ltd.",Take caution,Wholesale,2023,2024,5.0,5.0,4.0,16.0,6.0,30.0,4.0,54.0,3.0,7.0
CN9361220051,"Far east trading (shanghai) co., ltd.",Take caution,Wholesale,2023,2024,5.0,5.0,4.0,23.0,8.0,23.0,5.0,54.0,3.0,7.0
CN9361220855,Winifred international technology (shanghai) ltd.,Take caution,Wholesale,2023,2024,5.0,5.0,3.0,16.0,5.0,30.0,5.0,54.0,3.0,7.0
CN9361220855,Winifred international technology (shanghai) ltd.,Take caution,Wholesale,2024,2025,6.0,8.0,0.0,15.0,10.0,31.0,5.0,54.0,3.0,7.0
CN9361220941,"Merck chemicals (shanghai) co., ltd.",Take caution,Wholesale,2023,2024,5.0,4.0,3.0,23.0,9.0,23.0,4.0,54.0,3.0,7.0
CN9361220941,"Merck chemicals (shanghai) co., ltd.",Take caution,Wholesale,2024,2025,5.0,5.0,3.0,23.0,9.0,23.0,5.0,54.0,3.0,7.0
CN9361558130,"Osm manufacturing (dongguan) co., ltd.",Take caution,Miscellaneous Manufacturing,2023,2024,5.0,3.0,4.0,27.0,5.0,40.0,5.0,33.0,4.0,7.0
CN9363032391,"Nantong tongbo equipment installation group co., ltd.",Take caution,Construction,2023,2024,4.0,3.0,4.0,17.0,2.0,25.0,4.0,58.0,2.0,7.0
CN9363032391,"Nantong tongbo equipment installation group co., ltd.",Take caution,Construction,2022,2023,4.0,3.0,4.0,17.0,2.0,25.0,5.0,58.0,2.0,7.0
CN9363033241,"Jiangsu qi'an construction group co., ltd.",Take caution,Construction,2023,2024,4.0,4.0,4.0,17.0,2.0,25.0,5.0,58.0,2.0,7.0
CN9364577718,"Chisheng enterprise management consulting (shanghai) co., ltd.",Take caution,Business Services,2023,2024,5.0,6.0,6.0,5.0,5.0,51.0,5.0,44.0,3.0,6.0
CN9364605428,"Ricoh china co., ltd.",Take caution,Business Services,2023,2024,4.0,3.0,5.0,5.0,4.0,51.0,4.0,44.0,3.0,6.0
CN9364605428,"Ricoh china co., ltd.",Take caution,Business Services,2024,2025,4.0,3.0,5.0,5.0,4.0,51.0,4.0,44.0,3.0,6.0
CN9364622304,"Iqvia enterprise management consulting (shanghai) co., ltd.",Take caution,Business Services,2023,2024,5.0,6.0,5.0,5.0,5.0,51.0,5.0,44.0,3.0,6.0
CN9364641803,"Waters technology (shanghai) co., ltd.",Take caution,Wholesale,2023,2024,5.0,5.0,3.0,16.0,5.0,30.0,5.0,54.0,3.0,7.0
CN9364663983,Kpmg advisory (china) limited,Do not source,Business Services,2023,2024,5.0,6.0,6.0,5.0,5.0,51.0,5.0,44.0,3.0,6.0
CN9364691759,"Eppendorf (shanghai) international trade co., ltd.",Take caution,Wholesale,2023,2024,4.0,3.0,8.0,5.0,3.0,28.0,5.0,67.0,3.0,7.0
CN9364719452,"Fisher scientific worldwide (shanghai) co., ltd.",Take caution,Wholesale,2023,2024,5.0,5.0,3.0,16.0,6.0,30.0,5.0,54.0,3.0,7.0
CN9364719452,"Fisher scientific worldwide (shanghai) co., ltd.",Take caution,Wholesale,2022,2023,5.0,5.0,3.0,16.0,6.0,30.0,5.0,54.0,3.0,7.0
CN9364757827,"Invitrogen trading (shanghai) co., ltd.",Take caution,Wholesale,2023,2024,4.0,2.0,8.0,5.0,2.0,28.0,4.0,67.0,3.0,7.0
CN9364757891,"Pwc business consulting (shanghai) co., ltd.",Take caution,Business Services,2023,2024,5.0,6.0,5.0,5.0,5.0,51.0,5.0,44.0,3.0,6.0
CN9364757891,"Pwc business consulting (shanghai) co., ltd.",Take caution,Business Services,2022,2023,5.0,6.0,5.0,5.0,5.0,51.0,5.0,44.0,3.0,6.0
CN9364901688,"Gerresheimer plastic products (dongguan) co., ltd.",Take caution,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,5.0,3.0,4.0,40.0,5.0,25.0,5.0,35.0,4.0,7.0
CN9365228161,"Tianjin sanjian construction engineering co., ltd.",Do not source,Construction,2023,2024,3.0,3.0,4.0,17.0,2.0,25.0,4.0,58.0,2.0,7.0
CN9365233944,"Tianjin lide municipal construction engineering co., ltd.",Take caution,Construction,2023,2024,4.0,4.0,4.0,17.0,2.0,25.0,5.0,58.0,2.0,7.0
CN9365245325,"Tianjin muyuan automation technology development co., ltd.",Take caution,Wholesale,2023,2024,6.0,6.0,4.0,23.0,10.0,23.0,5.0,54.0,3.0,7.0
CN9365246662,"Tianjin kairuida technology development co., ltd.",Take caution,Construction,2023,2024,5.0,5.0,5.0,30.0,5.0,35.0,5.0,35.0,2.0,8.0
CN9365252976,"Sgs-Cstc Standards Technical Services (Tianjin) Co., Ltd.",Take caution,Business Services,2023,2024,5.0,6.0,5.0,5.0,5.0,51.0,5.0,44.0,3.0,6.0
CN9365257100,"Tianjin ruiyifu automation technology co., ltd.",Take caution,Wholesale,2023,2024,5.0,6.0,4.0,16.0,5.0,30.0,5.0,54.0,3.0,7.0
CN9365271403,"Tianjin yijiecheng fire equipment co., ltd.",Take caution,Wholesale,2023,2024,6.0,8.0,0.0,15.0,10.0,31.0,5.0,54.0,3.0,7.0
CN9365279686,"Tianjin red coral advertising co., ltd.",Take caution,Business Services,2023,2024,4.0,2.0,9.0,5.0,2.0,47.0,5.0,48.0,3.0,7.0
CN9365284091,"Tianjin huaxia longmei advertising co., ltd.",Take caution,Business Services,2023,2024,5.0,6.0,6.0,5.0,5.0,51.0,5.0,44.0,3.0,6.0
CN9365302404,"Tianjin mag technology co., ltd.",Take caution,"Industrial, Electric & Electronic Machinery",2023,2024,3.0,2.0,4.0,12.0,2.0,47.0,5.0,41.0,3.0,7.0
CN9365302837,"Tianjin best furniture co., ltd.",Take caution,"Wood, Furniture & Paper Manufacturing",2023,2024,4.0,3.0,1.0,18.0,4.0,49.0,5.0,33.0,3.0,7.0
CN9365305283,"Tianjin yitian digital service co., ltd.",Take caution,Computer Software,2023,2024,4.0,3.0,5.0,16.0,2.0,47.0,5.0,37.0,2.0,7.0
CN9365312418,"Tianjin guyang advertising design co., ltd.",Take caution,Business Services,2023,2024,4.0,2.0,9.0,5.0,2.0,47.0,5.0,48.0,3.0,7.0
CN9365313408,"Tianjin development zone xinjinggong equipment maintenance service co., ltd.",Take caution,Metals & Metal Products,2023,2024,4.0,1.0,3.0,40.0,4.0,25.0,5.0,35.0,4.0,7.0
CN9365315096,"Tianjin bosheng lingchuang technology co., ltd.",Take caution,Wholesale,2023,2024,6.0,7.0,4.0,23.0,10.0,23.0,5.0,54.0,3.0,7.0
CN9365324894,"Tianjin xianda hengye barcode technology co., ltd.",Take caution,Wholesale,2023,2024,5.0,6.0,4.0,16.0,5.0,30.0,5.0,54.0,3.0,7.0
CN9365325731,"Tianjin zhongweishun cooling and heating electromechanical equipment co., ltd.",Do not source,Retail,2023,2024,6.0,8.0,4.0,19.0,7.0,48.0,5.0,33.0,3.0,7.0
CN9365326954,"Tianjin binneng electric power engineering co., ltd.",Take caution,Construction,2023,2024,4.0,3.0,3.0,17.0,1.0,25.0,5.0,58.0,2.0,7.0
CN9366692208,"Ecolab (china) investment co., ltd.",Take caution,Wholesale,2023,2024,3.0,1.0,3.0,31.0,0.0,25.0,4.0,44.0,2.0,6.0
CN9366692208,"Ecolab (china) investment co., ltd.",Take caution,Wholesale,2024,2025,5.0,6.0,0.0,15.0,8.0,31.0,4.0,54.0,3.0,7.0
CN9366696857,Mcc tiangong group corporation limited,Take caution,Construction,2023,2024,4.0,4.0,5.0,17.0,1.0,25.0,5.0,58.0,2.0,7.0
CN9366713970,"Beijing inotech technology co., ltd.",Take caution,Media & Broadcasting,2023,2024,4.0,4.0,9.0,5.0,3.0,53.0,5.0,42.0,3.0,6.0
CN9366713970,"Beijing inotech technology co., ltd.",Take caution,Media & Broadcasting,2022,2023,4.0,4.0,9.0,5.0,3.0,53.0,5.0,42.0,3.0,6.0
CN9366718227,"Agilent technologies (china) co., ltd.",Take caution,Wholesale,2024,2025,5.0,5.0,4.0,16.0,6.0,30.0,4.0,54.0,3.0,7.0
CN9366718227,"Agilent technologies (china) co., ltd.",Take caution,Wholesale,2022,2023,5.0,5.0,3.0,16.0,6.0,30.0,4.0,54.0,3.0,7.0
CN9367123412,"Ipsos (china) consulting co., ltd.",Take caution,Business Services,2023,2024,4.0,4.0,8.0,25.0,0.0,27.0,4.0,48.0,2.0,6.0
CN9367123412,"Ipsos (china) consulting co., ltd.",Take caution,Business Services,2024,2025,4.0,1.0,8.0,5.0,3.0,51.0,5.0,44.0,3.0,7.0
CN9367124256,"Wuxi biologics co., ltd.",Take caution,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,2.0,0.0,2.0,10.0,1.0,55.0,4.0,35.0,3.0,6.0
CN9367124256,"Wuxi biologics co., ltd.",Take caution,"Chemicals, Petroleum, Rubber & Plastic",2022,2023,3.0,2.0,3.0,56.0,3.0,11.0,4.0,33.0,2.0,6.0
CN9367165623,"United creation (tianjin) packaging co., ltd.",Take caution,"Wood, Furniture & Paper Manufacturing",2023,2024,3.0,0.0,1.0,55.0,3.0,12.0,5.0,33.0,3.0,7.0
CN9370176435,"Shanghai qifa experimental reagent co., ltd.",Take caution,Wholesale,2023,2024,6.0,6.0,3.0,23.0,10.0,23.0,5.0,54.0,3.0,7.0
CN9370176435,"Shanghai qifa experimental reagent co., ltd.",Take caution,Wholesale,2022,2023,6.0,6.0,6.0,23.0,6.0,23.0,5.0,54.0,3.0,7.0
CN9370369085,"Zhong shi chemical engineering construction co., ltd.",Take caution,Construction,2023,2024,4.0,1.0,4.0,23.0,2.0,23.0,4.0,54.0,3.0,7.0
CN9370369085,"Zhong shi chemical engineering construction co., ltd.",Take caution,Construction,2024,2025,3.0,0.0,4.0,23.0,1.0,23.0,4.0,54.0,3.0,7.0
CN9370650941,"Beijing helian technology co., ltd.",Take caution,Wholesale,2023,2024,5.0,6.0,4.0,16.0,5.0,30.0,5.0,54.0,3.0,7.0
CN9370677605,"Beijing huidian digital technology co., ltd.",Take caution,Wholesale,2023,2024,5.0,6.0,4.0,16.0,5.0,30.0,5.0,54.0,3.0,7.0
CN9370705940,"Beijing netanjietong technology development co., ltd.",Take caution,Media & Broadcasting,2023,2024,4.0,4.0,9.0,5.0,3.0,53.0,5.0,42.0,3.0,6.0
CN9370705940,"Beijing netanjietong technology development co., ltd.",Take caution,Media & Broadcasting,2022,2023,4.0,4.0,4.0,5.0,4.0,53.0,5.0,42.0,3.0,6.0
CN9370888618,Staples (shanghai) company limited,Take caution,Wholesale,2023,2024,5.0,5.0,4.0,23.0,8.0,23.0,4.0,54.0,3.0,7.0
CN9370888618,Staples (shanghai) company limited,Take caution,Wholesale,2024,2025,5.0,5.0,4.0,23.0,8.0,23.0,5.0,54.0,3.0,7.0
CN9370888618,Staples (shanghai) company limited,Take caution,Wholesale,2022,2023,5.0,5.0,5.0,23.0,5.0,23.0,4.0,54.0,3.0,7.0
CN9371063424,"Tianjin lanen technology co., ltd.",Take caution,Wholesale,2023,2024,5.0,5.0,4.0,23.0,8.0,23.0,5.0,54.0,3.0,7.0
CN9371063803,"Tianjin novo technology co., ltd.",Take caution,Wholesale,2023,2024,6.0,6.0,4.0,23.0,10.0,23.0,5.0,54.0,3.0,7.0
CN9371063816,"Tianjin nuocheng mechanical and electrical installation engineering co., ltd.",Take caution,Wholesale,2023,2024,5.0,5.0,4.0,23.0,8.0,23.0,5.0,54.0,3.0,7.0
CN9371678223,Dell (china) company limited,Take caution,Computer Hardware,2023,2024,3.0,0.0,3.0,24.0,2.0,43.0,5.0,33.0,3.0,6.0
CN9371885189,"Linde (china) forklift truck co., ltd. beijing branch",Take caution,Wholesale,2023,2024,6.0,8.0,0.0,15.0,10.0,31.0,5.0,54.0,3.0,7.0
CN9375528581,"Tianjin huaming group co., ltd.",Take caution,"Wood, Furniture & Paper Manufacturing",2023,2024,3.0,0.0,1.0,55.0,3.0,12.0,5.0,33.0,3.0,7.0
CN9375528581,"Tianjin huaming group co., ltd.",Take caution,"Wood, Furniture & Paper Manufacturing",2022,2023,3.0,0.0,2.0,55.0,3.0,12.0,5.0,33.0,4.0,7.0
CN9379523127,"Tianjin bingxin paper industry co., ltd.",Take caution,"Wood, Furniture & Paper Manufacturing",2023,2024,3.0,0.0,2.0,55.0,3.0,12.0,5.0,33.0,4.0,7.0
CN9379525279,"Suzhou jinweizhi biotechnology co., ltd.",Take caution,Biotechnology and Life Sciences,2023,2024,4.0,2.0,8.0,5.0,3.0,51.0,5.0,44.0,3.0,7.0
CN9380250744,"Health pass (beijing) network technology co., ltd.",Take caution,Business Services,2023,2024,4.0,2.0,5.0,5.0,3.0,51.0,5.0,44.0,3.0,7.0
CN9380256096,"Beijing jinfeng global building decoration co., ltd.",Take caution,Construction,2023,2024,4.0,4.0,5.0,30.0,4.0,35.0,5.0,35.0,2.0,8.0
CN9380273232,"Hanhai information technology (shanghai) co., ltd. beijing branch",Do not source,Business Services,2022,2023,5.0,5.0,9.0,5.0,5.0,35.0,5.0,60.0,3.0,8.0
CN9380317909,"Beijing biopark biotechnology co., ltd.",Take caution,Business Services,2023,2024,5.0,6.0,6.0,5.0,5.0,51.0,5.0,44.0,3.0,6.0
CN9380324736,"Beijing doublerise technology co., ltd.",Take caution,Retail,2023,2024,2.0,0.0,3.0,16.0,0.0,47.0,4.0,37.0,3.0,6.0
CN9380324736,"Beijing doublerise technology co., ltd.",Take caution,Retail,2024,2025,2.0,0.0,4.0,16.0,0.0,47.0,4.0,37.0,3.0,6.0
CN9380324736,"Beijing doublerise technology co., ltd.",Take caution,Retail,2022,2023,2.0,0.0,3.0,16.0,0.0,47.0,4.0,37.0,3.0,6.0
CN9380336925,"Beijing biji biotechnology co., ltd.",Take caution,Retail,2023,2024,5.0,6.0,0.0,12.0,6.0,47.0,5.0,41.0,3.0,7.0
CN9380336925,"Beijing biji biotechnology co., ltd.",Take caution,Retail,2022,2023,5.0,6.0,0.0,12.0,6.0,47.0,5.0,41.0,3.0,7.0
CN9382305652,"Aecom consulting (shenzhen) co., ltd. shanghai branch",Take caution,Business Services,2023,2024,5.0,6.0,6.0,5.0,5.0,51.0,5.0,44.0,3.0,6.0
CN9384393480,"Shanghai zhenghuang trading co., ltd.",Take caution,Wholesale,2023,2024,5.0,4.0,9.0,5.0,3.0,28.0,5.0,67.0,3.0,7.0
CN9384393480,"Shanghai zhenghuang trading co., ltd.",Take caution,Wholesale,2022,2023,5.0,4.0,5.0,5.0,5.0,28.0,5.0,67.0,3.0,7.0
CN9384467473,"Sangon biotech ( shanghai) co., ltd.",Take caution,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,3.0,1.0,2.0,56.0,0.0,11.0,5.0,33.0,2.0,6.0
CN9384727653,"Beijing linglue marketing consulting co., ltd.",Take caution,Business Services,2023,2024,5.0,6.0,6.0,5.0,5.0,51.0,5.0,44.0,3.0,6.0
CN9384727653,"Beijing linglue marketing consulting co., ltd.",Take caution,Business Services,2022,2023,5.0,6.0,5.0,5.0,5.0,51.0,5.0,44.0,3.0,6.0
CN9384789310,"Beijing ruizhisitong marketing consulting co., ltd.",Take caution,Business Services,2023,2024,4.0,2.0,9.0,5.0,2.0,47.0,5.0,48.0,3.0,7.0
CN9385663353,"Henry bot building technology services (tianjin) co., ltd.",Take caution,Wholesale,2023,2024,5.0,5.0,4.0,23.0,8.0,23.0,5.0,54.0,3.0,7.0
CN9385664846,"Tianjin juyi construction engineering co., ltd.",Take caution,Construction,2023,2024,4.0,4.0,4.0,17.0,2.0,25.0,5.0,58.0,2.0,7.0
CN9385671070,"Tianjin nabo technology co., ltd.",Take caution,Wholesale,2023,2024,5.0,4.0,4.0,23.0,5.0,23.0,5.0,54.0,3.0,7.0
CN9385690995,"Mekendes (tianjin) trading co., ltd.",Take caution,Wholesale,2023,2024,5.0,5.0,4.0,23.0,8.0,23.0,5.0,54.0,3.0,7.0
CN9385718750,"Tianjin yinxue environmental protection technology service co., ltd.",Take caution,Biotechnology and Life Sciences,2022,2023,4.0,2.0,8.0,5.0,3.0,51.0,5.0,44.0,3.0,7.0
CN9385723682,"Ruishang (tianjin) technology co., ltd.",Take caution,Wholesale,2023,2024,5.0,4.0,4.0,23.0,5.0,23.0,5.0,54.0,3.0,7.0
CN9389449460,"Weitong intelligent technology (tianjin) co., ltd.",Take caution,"Industrial, Electric & Electronic Machinery",2023,2024,4.0,4.0,4.0,33.0,3.0,20.0,5.0,47.0,3.0,7.0
CN9391448448,"Beijing zhilingrui marketing planning co., ltd.",Take caution,Business Services,2023,2024,4.0,2.0,9.0,5.0,3.0,51.0,5.0,44.0,3.0,7.0
CN9392166538,"Tianjin teda green technology group co., ltd.",Take caution,Construction,2022,2023,4.0,4.0,4.0,17.0,2.0,25.0,5.0,58.0,2.0,7.0
CN9393372938,"Yiling wanzhou international pharmaceutical co., ltd.",Take caution,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,3.0,2.0,0.0,9.0,2.0,58.0,5.0,33.0,2.0,6.0
CN9393372938,"Yiling wanzhou international pharmaceutical co., ltd.",Take caution,"Chemicals, Petroleum, Rubber & Plastic",2022,2023,3.0,2.0,0.0,9.0,2.0,58.0,5.0,33.0,2.0,6.0
CN9394194080,Lab direct china limited,Take caution,Wholesale,2023,2024,5.0,4.0,8.0,5.0,3.0,28.0,5.0,67.0,3.0,7.0
CN9394206625,"Zkh industrial supermarket (shanghai) co., ltd.",Take caution,Wholesale,2023,2024,5.0,5.0,4.0,23.0,8.0,23.0,4.0,54.0,3.0,7.0
CN9394206625,"Zkh industrial supermarket (shanghai) co., ltd.",Take caution,Wholesale,2024,2025,5.0,5.0,0.0,15.0,8.0,31.0,4.0,54.0,3.0,7.0
CN9394206625,"Zkh industrial supermarket (shanghai) co., ltd.",Take caution,Wholesale,2022,2023,5.0,5.0,5.0,23.0,5.0,23.0,4.0,54.0,3.0,7.0
CN9394389687,"Rifondi biomedical (shanghai) co., ltd.",Take caution,Wholesale,2023,2024,4.0,3.0,8.0,5.0,3.0,28.0,5.0,67.0,3.0,7.0
CN9394626204,"Beijing farma high-tech co., ltd.",Do not source,Business Services,2023,2024,5.0,4.0,9.0,5.0,5.0,28.0,5.0,67.0,3.0,8.0
CN9394723220,"Ernst & young (china) consulting co., ltd. beijing branch",Take caution,Business Services,2023,2024,5.0,6.0,6.0,5.0,5.0,51.0,5.0,44.0,3.0,6.0
CN9395509658,"Shanghai tianqiong biotechnology co., ltd.",Take caution,Biotechnology and Life Sciences,2023,2024,4.0,2.0,8.0,5.0,3.0,51.0,5.0,44.0,3.0,7.0
CN9395509658,"Shanghai tianqiong biotechnology co., ltd.",Take caution,Biotechnology and Life Sciences,2022,2023,4.0,2.0,8.0,5.0,3.0,51.0,5.0,44.0,3.0,7.0
CN9398896473,"Neusoft cloud technology co., ltd.",Take caution,Computer Software,2023,2024,4.0,3.0,5.0,16.0,2.0,47.0,5.0,37.0,2.0,7.0
CN9400280759,"Nanjing gensript biotechnology co., ltd.",Take caution,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,2.0,0.0,2.0,10.0,1.0,55.0,4.0,35.0,3.0,6.0
CN9400280759,"Nanjing gensript biotechnology co., ltd.",Take caution,"Chemicals, Petroleum, Rubber & Plastic",2022,2023,2.0,0.0,2.0,10.0,1.0,55.0,4.0,35.0,3.0,6.0
CN9402110737,"Shanghai haoling technology co., ltd.",Take caution,Business Services,2022,2023,4.0,2.0,5.0,5.0,3.0,51.0,5.0,44.0,3.0,7.0
CN9402867558,"Pricewaterhousecoopers management consulting (shanghai) co., ltd. beijing branch",Do not source,Business Services,2023,2024,5.0,6.0,6.0,5.0,5.0,51.0,5.0,44.0,3.0,6.0
CN9403540215,"Shanghai songyu engineering technology co., ltd.",Take caution,Construction,2023,2024,4.0,4.0,4.0,17.0,2.0,25.0,5.0,58.0,2.0,7.0
CN9403557373,"Shanghai omicsolution co., ltd.",Take caution,Wholesale,2023,2024,5.0,5.0,4.0,16.0,5.0,30.0,5.0,54.0,3.0,7.0
CN9411643793,"Enyi (tianjin) engineering co., ltd.",Take caution,Business Services,2023,2024,6.0,7.0,4.0,17.0,8.0,25.0,5.0,58.0,2.0,7.0
CN9473390657,"Wuxi guangyuan bofeng thermal technology co., ltd.",Take caution,"Industrial, Electric & Electronic Machinery",2022,2023,4.0,2.0,3.0,33.0,4.0,20.0,5.0,47.0,3.0,7.0
CN9477158258,"Guangzhou sinohealth digital technology co., ltd.",Take caution,Computer Software,2023,2024,4.0,3.0,5.0,16.0,2.0,47.0,5.0,37.0,2.0,7.0
CN9477158258,"Guangzhou sinohealth digital technology co., ltd.",Take caution,Computer Software,2022,2023,4.0,3.0,5.0,16.0,2.0,47.0,5.0,37.0,2.0,7.0
